Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,5.999999848427251e-05,5.999999848427251e-05,5.999999848427251e-05,5.999999848427251e-05,5.999999848427251e-05,26241
2020-04-10,5.999999848427251e-05,6.199999916134402e-05,5.400000009103678e-05,5.900000178371556e-05,5.900000178371556e-05,13257
2020-04-11,5.900000178371556e-05,7.899999764049426e-05,5.8000001445179805e-05,7.699999696342275e-05,7.699999696342275e-05,9421
2020-04-12,7.79999973019585e-05,0.00011600000289035961,7.500000356230885e-05,0.00011200000153621659,0.00011200000153621659,25219
2020-04-13,0.00011300000187475234,0.00011300000187475234,7.400000322377309e-05,9.500000305706635e-05,9.500000305706635e-05,27176
2020-04-14,9.500000305706635e-05,0.00010900000052060932,9.100000170292333e-05,0.00010099999781232327,0.00010099999781232327,31869
2020-04-15,0.00010099999781232327,0.00010699999984353781,7.999999797903001e-05,9.200000204145908e-05,9.200000204145908e-05,24600
2020-04-16,9.200000204145908e-05,0.00011899999663000926,7.79999973019585e-05,9.999999747378752e-05,9.999999747378752e-05,7691
2020-04-17,9.999999747378752e-05,0.00011899999663000926,7.200000254670158e-05,8.900000102585182e-05,8.900000102585182e-05,10242
2020-04-18,8.900000102585182e-05,0.00012599999899975955,8.70000003487803e-05,0.0001250000059371814,0.0001250000059371814,11187
2020-04-19,0.0001250000059371814,0.00016700000560376793,9.200000204145908e-05,0.00010900000052060932,0.00010900000052060932,10717
2020-04-20,0.00010900000052060932,0.00012099999730708078,9.000000136438757e-05,0.00011000000085914508,0.00011000000085914508,3999
2020-04-21,0.00011000000085914508,0.00011899999663000926,2.2000000171829015e-05,0.00010399999882793054,0.00010399999882793054,4829
2020-04-22,0.00010399999882793054,0.00011000000085914508,9.600000339560211e-05,0.00011000000085914508,0.00011000000085914508,5736
2020-04-23,0.00011000000085914508,0.00011000000085914508,5.700000110664405e-05,9.40000027185306e-05,9.40000027185306e-05,4018
2020-04-24,9.40000027185306e-05,9.999999747378752e-05,6.800000119255856e-05,9.500000305706635e-05,9.500000305706635e-05,2228
2020-04-25,9.500000305706635e-05,9.699999645818025e-05,7.699999696342275e-05,7.79999973019585e-05,7.79999973019585e-05,1642
2020-04-26,7.79999973019585e-05,9.699999645818025e-05,7.79999973019585e-05,9.500000305706635e-05,9.500000305706635e-05,2534
2020-04-27,9.500000305706635e-05,0.0001049999991664663,5.900000178371556e-05,7.300000288523734e-05,7.300000288523734e-05,14572
2020-04-28,7.300000288523734e-05,7.400000322377309e-05,4.099999932805076e-05,6.70000008540228e-05,6.70000008540228e-05,5696
2020-04-29,6.70000008540228e-05,7.599999662488699e-05,4.400000034365803e-05,6.900000153109431e-05,6.900000153109431e-05,2458
2020-04-30,6.900000153109431e-05,7.300000288523734e-05,5.6000000768108293e-05,5.6000000768108293e-05,5.6000000768108293e-05,5694
2020-05-01,5.6000000768108293e-05,6.0999998822808266e-05,5.6000000768108293e-05,5.999999848427251e-05,5.999999848427251e-05,6048
2020-05-02,5.999999848427251e-05,7.599999662488699e-05,2.8000000384054147e-05,5.6000000768108293e-05,5.6000000768108293e-05,4274
2020-05-03,5.6000000768108293e-05,5.900000178371556e-05,9.000000318337698e-06,5.0999999075429514e-05,5.0999999075429514e-05,6069
2020-05-04,5.0999999075429514e-05,7.300000288523734e-05,1.8000000636675395e-05,7.100000220816582e-05,7.100000220816582e-05,4824
2020-05-05,7.100000220816582e-05,9.200000204145908e-05,2.300000051036477e-05,7.599999662488699e-05,7.599999662488699e-05,6056
2020-05-06,7.699999696342275e-05,7.899999764049426e-05,2.700000004551839e-05,4.8999998398358e-05,4.8999998398358e-05,6047
2020-05-07,4.8999998398358e-05,5.500000042957254e-05,3.099999958067201e-05,4.199999966658652e-05,4.199999966658652e-05,6179
2020-05-08,4.199999966658652e-05,6.399999983841553e-05,2.300000051036477e-05,4.70000013592653e-05,4.70000013592653e-05,6067
